"","age","female","college","church","catholic","jewish","bible","income","pid","media","feeling.dem","feeling.demc","feeling.repc","feeling.rep","abortion","black","latino","white","gay.marriage","gay.discrimination","racial.resentment","moral.traditionalism","gay.therm","immigrants","gays.adoption","trans.military","authoritarianism","aid.blacks","sample_type","race","birthright.citizenship","dreamers","border.wall","urban.unrest","conservative"
"1",46,0,1,NA,0,0,1,1,1,0,0,0,100,85,0,0,1,0,1,0,0.75,0.75,0.846938775510204,1,0,0,0.5,1,2,"latino",0,1,1,1,1
"2",37,1,0,0,0,0,1,1,0.5,0,0,0,0,50,0,0,0,0,0,0,0.5625,0.375,1,0,0,1,0.5,0,2,"other",0,0,0,0,0
"3",40,1,0,0,0,0,1,1,0.333333333333333,0,60,65,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,"white",0,0,0,0,0
"4",41,0,0,NA,1,0,3,0,0.833333333333333,0,50,70,15,70,1,0,0,0,0,0,0.75,0.5,0.693877551020408,0,0,1,1,NA,2,"other",1,0,0,1,1
"5",72,0,1,NA,0,0,2,1,0.5,0,20,15,85,70,0,0,0,0,0,1,0.6875,0.75,0.489795918367347,1,0,0,0,1,2,"other",1,0,1,1,1
"6",71,1,0,NA,0,0,1,0,0.333333333333333,0,85,85,0,15,0,0,0,1,0,0,0.375,0.5,0.693877551020408,0,0,1,0.5,0,2,"white",0,0,0,0,0
"7",37,1,0,NA,0,0,1,0,0.833333333333333,0,15,50,75,75,0,0,0,1,0,0,1,0.5,0.591836734693878,1,0,0,0.5,1,2,"white",1,0,1,0,0
"8",45,1,0,1,0,0,3,0,0.833333333333333,0,50,50,100,100,0,0,0,1,1,0,0.75,0.5,NA,1,1,1,1,1,2,"white",0,1,0,1,1
"9",70,1,0,NA,0,0,3,0,0.5,0,NA,85,0,NA,0,0,0,1,0,0,0.5625,0.375,0.489795918367347,1,0,1,1,NA,2,"white",1,0,1,NA,NA
"10",43,0,0,NA,0,0,NA,1,0.166666666666667,0,60,85,0,50,0,0,1,0,0,0,0.6875,0.375,0.489795918367347,0,0,0,0.5,0,2,"latino",0,0,0,0,0
"11",37,1,0,NA,0,0,3,0,0,NA,100,100,0,0,1,0,1,0,1,1,0.375,0.5,NA,1,1,0,1,0,2,"latino",0,0,0,0,0
"12",55,0,0,0,0,0,2,1,0.166666666666667,0,50,60,0,30,0,0,0,1,0,0,0.1875,0.5,0.693877551020408,1,0,1,0.5,1,2,"white",0,0,0,NA,NA
"13",30,1,0,NA,0,0,2,0,1,0,0,0,100,85,0,0,0,1,0,1,0.5,0.5,0.285714285714286,1,0,1,0.5,1,2,"white",0,1,1,NA,NA
"14",38,0,1,0,0,0,NA,1,0.166666666666667,0,85,85,0,0,0,0,0,0,0,0,0.25,0.75,0.489795918367347,0,0,0,0.25,0,2,"other",0,0,0,0,0
"15",41,1,0,NA,0,0,3,0,0.333333333333333,0,60,60,40,40,0,1,0,0,0,1,0.8125,0.5,0.489795918367347,0,0,1,1,0,2,"black",1,0,1,0,0
"16",66,0,0,NA,1,0,3,0,0.666666666666667,0,0,0,100,100,0,0,1,0,0,0,0.8125,0.75,0.489795918367347,1,0,1,0.5,0,2,"latino",0,0,1,1,1
"17",54,0,1,NA,1,0,2,1,0.333333333333333,0,40,60,0,30,0,0,0,1,0,0,0.3125,0.5,0.489795918367347,0,0,0,0,0,2,"white",1,0,0,0,0
"18",55,0,1,NA,1,0,2,1,0,0,85,85,0,16,0,0,0,1,0,0,0.25,0.875,0.846938775510204,0,0,0,0.25,0,2,"white",0,0,0,0,0
"19",62,1,1,0,1,0,2,0,0,0,85,85,15,0,0,0,0,1,0,0,0.4375,0.25,0.693877551020408,0,0,0,0,1,2,"white",1,0,1,0,0
"20",80,1,0,1,1,0,3,0,0.166666666666667,0,85,70,15,30,0,0,0,1,0,0,0.3125,0.5,0.846938775510204,0,0,1,0,0,2,"white",0,0,0,0,0
"21",31,0,1,0,1,0,2,1,1,0,0,0,95,100,0,0,1,0,0,0,0.5625,0.75,0.846938775510204,1,0,0,0.75,1,2,"latino",1,0,1,1,1
"22",80,1,0,1,1,0,2,0,0,0,70,75,0,15,0,0,1,0,0,0,0,0.375,0.744897959183674,0,0,0,0.25,0,2,"latino",0,0,0,0,0
"23",24,0,1,NA,0,0,1,1,0.333333333333333,0,25,40,5,0,0,0,0,1,0,0,0.25,0.25,0.489795918367347,0,0,0,0.25,0,2,"white",0,0,0,0,0
"24",55,0,1,1,0,0,3,1,1,NA,30,0,100,85,0,0,0,1,1,0,0.5,0.5,0.489795918367347,0,1,1,0.25,NA,2,"white",0,0,1,0,0
"25",59,1,0,NA,1,0,1,0,0.166666666666667,0,60,0,15,15,0,0,1,0,0,0,0.5,0.5,0.285714285714286,0,0,0,1,0,2,"latino",0,0,0,NA,NA
"26",73,0,1,NA,0,0,2,0,0,0,80,85,0,15,0,0,0,1,0,0,0.125,0.375,0.591836734693878,0,0,1,0.25,0,2,"white",0,0,0,0,0
"27",72,1,0,1,0,0,3,0,0.666666666666667,0,20,0,100,100,0,0,0,1,1,0,0.6875,0.875,0.285714285714286,0,1,1,0.75,NA,2,"white",0,0,1,NA,NA
"28",50,0,1,NA,1,0,2,1,0.666666666666667,0,40,50,60,50,0,0,0,1,0,0,0.5625,0.5,0.489795918367347,0,0,0,0.25,0,2,"white",0,0,0,0,0
"29",66,0,1,NA,1,0,1,1,0.833333333333333,0,60,70,NA,0,0,0,0,1,0,0,0.0625,0.625,0.489795918367347,0,0,1,0,0,2,"white",1,0,0,0,0
"30",41,0,0,NA,0,0,2,1,0,0,60,70,0,30,0,0,1,0,0,0,0.875,0.5,1,1,0,0,0.75,0,2,"latino",0,0,0,0,0
"31",52,1,0,0,0,0,3,0,0.5,0,0,0,85,0,0,0,0,0,1,0,0.375,0.5,NA,0,1,1,0.75,1,2,"other",1,1,1,1,1
"32",45,0,0,NA,0,0,NA,1,0.5,NA,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.489795918367347,0,0,1,0,1,2,"other",0,0,1,0,0
"33",46,1,1,NA,0,0,1,0,0,0,70,85,0,15,NA,0,0,1,0,0,0.25,0.25,0.846938775510204,1,0,0,0,0,2,"white",1,0,0,0,0
"34",66,0,1,0,0,0,2,1,1,NA,0,0,100,70,0,0,0,1,0,0,0.75,1,0.693877551020408,0,0,1,0.5,0,2,"white",1,0,1,1,1
"35",60,1,1,0,1,0,2,1,0.166666666666667,NA,60,85,0,15,0,0,0,1,0,0,0,0.25,0.846938775510204,0,0,0,0,0,2,"white",0,0,0,0,0
"36",73,1,1,0,0,0,3,0,1,0,0,0,85,85,0,0,0,1,0,0,0.75,0.875,0.693877551020408,0,0,1,0.25,1,2,"white",1,0,1,0,0
"37",71,1,0,1,0,0,3,0,0,0,60,60,15,40,1,1,0,0,1,1,0.1875,0.375,0.387755102040816,0,1,1,0.5,0,2,"black",0,0,0,0,0
"38",28,1,1,NA,0,0,1,0,0.333333333333333,0,40,40,0,10,0,0,0,1,0,0,0,0.125,1,0,0,0,0,0,2,"white",0,0,0,0,0
"39",73,1,1,NA,0,0,1,0,0,0,85,85,0,0,0,0,0,1,0,0,0.3125,0.75,1,0,0,0,0,0,2,"white",0,0,0,0,0
"40",-9,0,1,NA,0,0,2,NA,1,0,0,0,100,60,NA,0,0,1,0,0,0.5,0.75,0.489795918367347,0,0,1,0,0,2,"white",0,0,1,0,0
"41",37,1,1,0,0,0,2,1,1,0,30,15,70,85,NA,0,0,1,0,0,0.5625,0.875,0.846938775510204,0,0,0,1,1,2,"white",0,0,0,0,0
"42",56,1,0,1,0,0,3,0,0,0,78,80,5,NA,1,1,0,0,1,0,0.4375,0.375,0.591836734693878,0,0,1,0.5,0,2,"black",1,0,0,NA,NA
"43",48,0,1,NA,0,0,2,0,1,NA,0,0,100,15,0,0,0,1,0,0,0.75,1,0.489795918367347,1,0,0,0,1,2,"white",1,0,1,0,0
"44",53,1,1,NA,0,0,2,1,1,0,10,0,98,95,0,0,0,1,0,1,1,1,1,0,0,1,0.25,1,2,"white",0,1,1,1,1
"45",72,1,0,NA,0,0,NA,1,0.666666666666667,0,40,50,85,85,NA,0,0,1,0,0,0.5,0.375,0.489795918367347,1,0,1,0.25,0,2,"white",0,0,0,0,0
"46",55,0,0,0,0,0,3,0,1,NA,0,0,100,100,0,0,0,1,0,0,0.5,0.5,0.489795918367347,1,0,0,0.75,1,2,"white",0,0,0,0,0
"47",79,0,0,1,1,0,2,0,0,0,85,85,0,0,0,0,0,1,0,0,0.1875,0.75,0.693877551020408,0,0,0,0.25,0,2,"white",1,0,0,0,0
"48",38,0,1,NA,0,0,1,1,0.333333333333333,NA,80,75,0,0,0,0,0,1,0,0,0.4375,0.125,0.693877551020408,0,0,0,0,0,2,"white",0,0,0,0,0
"49",42,1,1,1,0,0,3,1,1,NA,20,15,80,100,1,0,0,0,1,0,0.6875,1,0.795918367346939,0,1,1,0.5,1,2,"other",0,0,1,0,0
"50",70,0,1,0,1,0,1,1,0.333333333333333,0,70,100,0,30,0,0,0,1,0,0,0.375,0.625,0.693877551020408,0,0,1,0,0,2,"white",0,0,0,0,0
"51",50,1,0,1,0,0,3,NA,0,0,100,100,15,70,0,0,0,0,1,0,0,0.75,NA,0,0,0,1,0,2,"other",1,0,1,0,0
"52",50,1,1,NA,0,0,2,0,0,0,80,100,0,0,0,1,0,0,0,0,0,0.375,0.897959183673469,0,0,0,0.25,0,2,"black",0,0,0,0,0
"53",27,1,0,0,0,0,3,0,0.5,0,50,100,85,50,1,0,0,1,1,0,NA,NA,NA,NA,1,NA,NA,0,2,"white",0,0,1,1,1
"54",62,0,0,1,0,0,3,0,1,0,0,0,100,70,1,0,0,1,1,0,0.375,0.5,NA,1,0,0,0.75,0,2,"white",0,0,1,0,0
"55",51,1,0,1,1,0,2,NA,0.5,0,0,0,85,70,0,NA,NA,NA,NA,1,0.9375,1,0.489795918367347,0,0,1,1,1,2,NA,0,1,1,1,1
"56",60,0,0,NA,0,0,2,1,1,0,40,30,85,70,NA,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,0,2,"white",1,0,1,1,1
"57",65,1,1,1,1,0,2,0,0,0,70,75,15,45,0,0,0,1,0,0,0.8125,0.625,0.13265306122449,1,0,0,0.75,0,2,"white",0,0,0,0,0
"58",-9,0,1,0,0,1,1,1,0.333333333333333,0,70,85,0,15,0,0,0,1,0,0,0.3125,0.375,0.897959183673469,0,0,0,0,0,2,"white",1,0,0,0,0
"59",48,0,0,0,0,0,3,0,0.833333333333333,0,40,60,30,70,0,0,0,1,1,1,0.8125,0.375,0.387755102040816,1,0,1,0.75,NA,2,"white",0,1,0,0,0
"60",55,0,0,NA,0,0,3,1,0.666666666666667,0,15,15,85,85,0,0,0,1,0,0,0.8125,0.625,0.489795918367347,1,0,1,0.75,0,2,"white",0,0,1,0,0
"61",54,0,1,0,1,0,2,1,0.5,0,30,50,30,30,0,0,0,1,0,0,0.125,0.375,0.846938775510204,0,0,0,0.75,0,2,"white",0,0,0,0,0
"62",38,1,1,NA,0,0,1,1,0.166666666666667,0,60,40,15,30,0,0,0,1,0,1,0.3125,0.25,0.489795918367347,0,0,0,0.75,0,2,"white",0,0,0,0,0
"63",80,0,1,1,1,0,1,0,0,0,70,100,0,0,0,0,0,1,0,0,0.3125,0.5,0.693877551020408,0,0,1,0.25,0,2,"white",0,0,0,0,0
"64",37,1,1,NA,0,0,1,1,0.166666666666667,0,70,85,0,15,NA,0,0,0,0,0,0,0.25,0.744897959183674,0,0,0,0,0,2,"other",0,0,0,0,0
"65",38,0,1,NA,1,0,1,1,0.333333333333333,0,50,40,15,30,0,0,0,1,0,0,0.25,0.375,0.846938775510204,0,0,0,0.25,0,2,"white",0,0,0,0,0
"66",60,0,0,NA,0,0,2,1,0.666666666666667,0,0,100,0,85,0,0,0,1,0,0,1,0.625,1,1,0,0,0.5,0,2,"white",1,1,1,1,1
"67",46,0,0,0,0,0,2,1,0.333333333333333,0,85,100,0,0,0,0,0,0,0,0,0.1875,0.75,0.591836734693878,0,0,1,0.25,0,2,"other",0,0,0,0,0
"68",78,1,1,NA,0,0,1,1,0,0,40,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,"white",0,0,0,0,0
"69",39,1,1,0,0,0,1,1,0,NA,70,72,0,10,0,0,0,1,0,0,0,0.375,0.795918367346939,0,0,0,0.25,0,2,"white",0,0,0,0,0
"70",33,1,1,NA,0,0,2,1,0.166666666666667,0,70,70,0,30,0,1,0,0,0,0,0,0.25,1,0,0,0,0.5,0,2,"black",0,0,0,0,0
"71",74,1,1,NA,0,0,1,0,0,0,100,100,0,0,0,0,0,1,0,0,0.1875,0.25,0.846938775510204,0,0,0,0,0,2,"white",0,0,0,0,0
"72",61,1,0,NA,1,0,2,0,0.166666666666667,0,70,85,0,15,0,0,0,1,0,0,0.6875,0.75,1,1,0,0,1,0,2,"white",0,0,0,0,0
"73",67,1,0,NA,0,0,3,0,0,0,85,100,0,0,0,0,0,1,0,0,0.4375,0.75,0.693877551020408,0,0,0,1,0,2,"white",0,0,0,0,0
"74",60,1,0,NA,0,0,1,1,0.166666666666667,0,NA,NA,NA,NA,0,0,0,1,0,0,0.5,0.5,0.846938775510204,1,0,0,0.75,0,2,"white",0,0,0,0,0
"75",-9,0,0,NA,1,0,2,1,1,0,0,15,85,75,0,0,0,1,0,0,1,0.625,0.489795918367347,1,0,0,0.5,1,2,"white",1,0,1,1,1
"76",21,0,0,NA,0,0,1,0,0.5,0,25,40,15,15,1,1,0,0,0,1,0.375,0.625,NA,0,1,0,0.75,0,2,"black",0,0,0,0,0
"77",49,1,0,0,1,0,3,0,0,0,100,100,0,0,0,1,0,0,0,0,0.1875,0.5,1,0,0,0,1,0,2,"black",0,0,0,0,0
"78",80,0,1,NA,0,0,NA,1,0,0,100,85,0,30,0,0,0,1,0,0,0.1875,0.875,0.0306122448979592,0,0,1,0.25,0,2,"white",1,0,0,0,0
"79",70,0,0,NA,0,1,2,0,0.666666666666667,NA,0,0,70,60,0,0,0,1,0,0,0.4375,0.75,0.693877551020408,0,0,1,0.5,0,2,"white",0,0,1,0,0
"80",70,1,0,NA,0,0,3,0,0,NA,100,100,0,0,0,0,0,1,NA,0,0.6875,0.875,0.489795918367347,0,1,1,1,0,2,"white",1,0,0,0,0
"81",72,0,1,1,0,0,2,1,0.666666666666667,0,15,30,30,60,0,0,0,1,0,0,0.375,0.75,0.489795918367347,0,0,0,0,0,2,"white",0,0,1,0,0
"82",78,1,0,1,0,0,3,0,1,0,0,0,100,100,0,0,0,1,1,1,0.75,1,NA,1,1,0,0.75,1,2,"white",1,0,1,1,1
"83",43,1,1,0,0,0,3,0,0,0,70,70,0,0,0,0,0,1,0,0,0.0625,1,0.591836734693878,0,0,0,0.5,0,2,"white",0,0,0,0,0
"84",45,1,0,0,0,0,2,0,0.5,0,70,85,30,60,0,1,0,0,0,0,0.25,0.625,0.489795918367347,0,0,1,0.75,0,2,"black",0,0,0,0,0
"85",44,1,1,0,0,0,1,1,0.166666666666667,0,70,70,0,15,0,0,0,1,0,0,0.0625,0,1,0,0,0,0.25,0,2,"white",0,0,0,0,0
"86",50,1,0,0,0,0,2,0,0,0,85,100,0,15,0,0,1,0,0,0,0.75,0.375,1,0,0,0,0.75,0,2,"latino",0,0,0,0,0
"87",-9,1,1,NA,0,0,NA,NA,0.5,0,50,85,0,50,0,0,0,1,0,0,0.4375,0.5,0.897959183673469,1,0,0,0.75,0,2,"white",1,1,0,0,0
"88",33,1,1,NA,1,0,1,1,0.333333333333333,0,70,85,0,0,0,0,0,1,0,0,0.1875,0.25,1,0,0,0,0.25,0,2,"white",0,0,0,0,0
"89",55,1,0,NA,1,0,2,1,1,0,0,0,100,100,0,0,0,1,0,0,0.8125,0.375,0.489795918367347,0,0,1,1,1,2,"white",1,1,1,1,1
"90",28,1,1,NA,0,0,2,1,0.833333333333333,0,15,30,60,70,0,0,0,1,0,0,0.625,0.5,0.489795918367347,1,0,1,0.75,0,2,"white",0,0,0,0,0
"91",34,1,1,1,0,0,2,1,1,0,30,15,85,85,0,0,0,1,0,0,1,0.625,1,1,0,0,0.75,1,2,"white",0,0,1,0,0
"92",24,1,1,NA,0,0,NA,1,1,0,0,0,85,100,NA,0,0,1,0,0,0.5625,0.25,0.489795918367347,0,0,1,0,NA,2,"white",0,0,1,1,1
"93",26,1,0,1,0,0,3,0,1,0,0,0,100,100,1,0,0,1,0,0,0.6875,0.875,0.489795918367347,0,1,1,0.75,NA,2,"white",0,0,1,1,1
"94",75,0,0,NA,0,0,1,0,0,0,70,70,0,30,0,0,0,1,0,0,0.25,0.5,0.489795918367347,0,0,1,0.25,0,2,"white",0,0,0,0,0
"95",61,0,1,NA,0,0,1,1,0.5,0,0,30,60,60,0,0,0,0,0,1,0.8125,0.625,0.489795918367347,0,1,0,1,1,2,"other",1,0,1,1,1
"96",80,1,1,1,0,0,3,1,1,0,15,40,100,70,0,0,0,1,1,0,0.5,1,NA,0,1,0,0.5,1,2,"white",1,1,1,1,1
"97",58,0,0,NA,0,0,NA,1,0.333333333333333,0,60,70,0,15,0,0,0,1,0,0,0.1875,0.625,0.846938775510204,0,0,0,0.25,0,2,"white",0,0,0,0,0
"98",50,1,1,NA,1,0,2,1,0.166666666666667,0,50,100,0,0,0,0,1,0,0,0,0,0.5,0.846938775510204,0,0,0,0.5,0,2,"latino",0,0,0,0,0
"99",76,1,1,NA,0,0,1,0,0,0,85,100,0,0,0,0,0,1,0,0,0.0625,0.25,0.897959183673469,0,0,1,0,0,2,"white",0,0,0,0,0
"100",80,1,0,1,0,0,3,0,0.5,0,70,60,30,60,0,0,0,1,0,0,0.375,0.75,0.489795918367347,0,0,0,0,0,2,"white",0,0,0,0,0
"101",48,1,0,0,0,1,1,0,0,0,100,100,0,0,0,0,0,0,1,0,1,0.5,NA,1,0,0,0.75,1,2,"other",0,0,1,0,0
"102",61,1,0,0,1,0,2,1,0.5,0,60,60,15,50,0,0,0,1,0,0,0.5,0.5,1,1,0,1,0.75,0,2,"white",0,0,0,0,0
"103",45,1,1,NA,0,0,1,1,0,0,85,70,0,50,0,0,0,1,0,0,0,0.125,0.948979591836735,0,0,0,0.25,0,2,"white",0,0,0,0,0
"104",37,1,0,1,0,0,2,0,1,NA,15,NA,85,85,0,0,0,1,0,NA,0.875,1,0.489795918367347,0,0,1,0.75,1,2,"white",0,0,1,NA,NA
"105",36,0,1,1,0,0,3,1,1,NA,0,0,85,60,1,0,0,1,1,1,0.8125,0.625,NA,0,1,0,0,0,2,"white",1,0,1,1,1
"106",80,1,0,0,1,0,2,0,0,0,85,100,0,15,0,0,0,1,0,0,0.3125,0.25,0.846938775510204,0,0,0,0.5,0,2,"white",0,0,0,0,0
"107",66,1,0,0,0,0,2,0,1,0,0,0,100,85,0,0,0,1,1,0,0.9375,1,0.13265306122449,0,1,0,1,1,2,"white",1,1,1,1,1
"108",80,1,0,1,1,0,2,0,0.666666666666667,NA,30,NA,85,85,0,0,0,1,0,0,0.6875,0.625,0.489795918367347,0,1,0,0.5,0,2,"white",0,0,1,1,1
"109",66,0,0,0,0,0,3,1,0.666666666666667,0,30,40,65,50,NA,0,0,0,0,1,0.625,0.875,0.489795918367347,0,0,1,0,0,2,"other",0,0,1,1,1
"110",60,1,0,NA,0,0,1,1,0.833333333333333,0,70,85,0,10,0,0,0,1,0,0,0.25,0.375,0.489795918367347,0,0,1,0.25,NA,2,"white",0,0,0,0,0
"111",34,0,NA,0,1,0,2,1,1,0,0,0,100,70,0,0,0,1,0,0,NA,0.75,0.846938775510204,0,0,NA,1,0,2,"white",0,0,1,0,0
"112",80,0,1,NA,0,0,1,1,1,NA,0,15,100,70,0,0,0,0,0,1,0.875,0.75,0.489795918367347,0,0,1,0,0,2,"other",0,0,1,1,1
"113",71,0,0,NA,1,0,NA,1,0.166666666666667,0,30,40,70,60,0,0,0,1,0,0,0.5,0.75,1,1,0,1,0.5,0,2,"white",1,0,1,1,1
"114",72,0,0,0,0,0,2,0,1,0,0,15,100,70,0,0,0,1,0,0,0.6875,0.5,0.489795918367347,1,1,0,0.5,0,2,"white",1,1,1,0,0
"115",57,0,1,1,1,0,2,0,0.833333333333333,NA,30,15,70,70,1,0,0,1,0,1,0.5625,0.5,0.285714285714286,0,1,0,0.75,1,2,"white",0,0,1,1,1
"116",36,1,1,0,1,0,2,1,1,0,60,50,85,100,0,0,1,0,0,0,0.5,0.5,0.846938775510204,1,0,1,0.5,0,2,"latino",0,0,1,1,1
"117",61,1,0,0,0,0,3,1,0,0,85,100,0,15,0,1,0,0,0,0,0,1,0.387755102040816,0,1,0,0.75,0,2,"black",0,0,0,0,0
"118",58,0,1,1,1,0,2,0,1,0,0,0,100,85,0,0,0,0,0,0,1,0.625,0.489795918367347,1,1,0,0.75,1,2,"other",1,0,1,1,1
"119",30,0,0,0,0,0,NA,1,0.333333333333333,0,50,60,0,50,0,1,0,0,0,0,0.1875,0.5,0.846938775510204,0,0,0,0.5,0,2,"black",0,0,0,0,0
"120",80,0,1,NA,0,0,2,1,0.833333333333333,0,0,0,85,70,0,0,0,1,0,0,0.625,0.5,0.591836734693878,0,0,1,1,0,2,"white",0,0,1,1,1
"121",-9,0,1,0,NA,NA,2,NA,1,0,15,15,100,70,0,NA,NA,NA,0,0,0.5625,0.875,0.693877551020408,0,0,0,0,0,2,NA,1,0,1,1,1
"122",72,0,0,NA,1,0,2,0,0,0,NA,NA,NA,50,0,0,1,0,0,0,0.4375,0.25,0.489795918367347,0,0,0,0.25,NA,2,"latino",0,0,0,0,0
"123",38,0,0,0,0,0,3,0,0,0,95,100,50,100,1,0,1,0,0,0,NA,NA,NA,NA,0,NA,NA,1,2,"latino",1,1,1,0,0
"124",60,0,0,NA,1,0,2,0,0.833333333333333,0,40,15,80,60,0,0,0,1,0,0,0.9375,0.375,0.489795918367347,0,0,1,0.75,NA,2,"white",1,1,1,1,1
"125",52,1,0,0,0,0,3,0,0.5,0,60,50,70,60,1,1,0,0,0,0,0,0.375,NA,0,0,0,1,0,2,"black",0,1,0,0,0
"126",40,1,0,NA,0,0,2,0,0.5,0,50,60,50,30,0,0,0,1,0,0,0.3125,0.875,0.76530612244898,0,0,1,0.5,0,2,"white",0,0,0,0,0
"127",23,1,1,NA,1,0,1,0,0,0,85,65,0,15,0,0,0,1,0,0,0.125,0,1,0,0,0,0.25,NA,2,"white",0,0,0,0,0
"128",54,0,0,0,0,0,3,1,1,0,0,0,100,85,1,0,0,1,1,0,0.75,0.625,0.489795918367347,0,0,1,1,1,2,"white",0,1,1,1,1
"129",70,1,1,NA,0,0,2,1,0,0,85,100,0,0,0,0,0,1,0,0,0.125,0.75,0.693877551020408,0,0,0,0,0,2,"white",0,0,0,0,0
"130",23,1,0,NA,0,0,1,0,0.5,0,50,60,0,50,0,0,1,0,0,1,0.5625,0.375,1,0,0,0,0.5,1,2,"latino",0,0,0,0,0
"131",66,0,1,NA,0,0,1,1,0.333333333333333,0,70,85,0,15,0,1,0,0,0,0,0.5625,0.5,0.693877551020408,0,0,0,1,0,2,"black",0,0,0,0,0
"132",60,0,0,0,1,0,2,1,1,0,10,20,95,75,0,0,0,1,0,0,0.6875,0.875,0.489795918367347,1,0,1,0.5,0,2,"white",0,0,1,0,0
"133",50,1,1,0,1,0,2,1,0.666666666666667,0,0,40,100,85,0,0,0,1,0,0,0.9375,1,0.591836734693878,1,0,1,0.75,NA,2,"white",1,0,1,1,1
"134",62,0,1,0,1,0,2,1,1,0,15,0,90,90,NA,0,0,1,0,0,0.8125,1,NA,1,0,0,0.75,0,2,"white",1,1,1,1,1
"135",37,1,1,NA,0,0,1,1,0.5,0,70,60,0,0,0,0,0,1,0,0,0.125,0.125,0.693877551020408,0,0,1,0,0,2,"white",1,0,0,0,0
"136",52,1,0,0,0,0,3,0,0.5,NA,0,0,100,60,1,0,0,1,NA,NA,0.5,0.375,0.846938775510204,0,0,0,0,1,2,"white",0,NA,1,1,1
"137",52,0,1,0,0,0,2,1,0.833333333333333,0,50,50,0,30,0,0,0,1,0,0,0.1875,1,0.489795918367347,0,0,1,0.25,0,2,"white",0,0,0,0,0
"138",76,1,1,0,0,0,3,0,1,0,0,0,100,100,0,0,0,1,0,0,0.5,1,0.13265306122449,1,0,0,0.5,0,2,"white",0,0,1,1,1
"139",73,0,0,NA,0,0,1,0,0.5,0,30,40,0,15,0,0,0,1,0,1,0.5625,0.75,0.489795918367347,0,0,1,0.75,0,2,"white",1,0,0,0,0
"140",42,1,1,0,0,0,1,1,0.333333333333333,0,50,50,30,50,0,0,0,1,0,0,0.6875,0.5,0.489795918367347,0,0,0,0,0,2,"white",0,0,0,0,0
"141",67,0,0,1,1,0,2,0,0.5,0,30,0,100,50,0,0,0,1,0,0,0.625,0.5,0.489795918367347,1,0,1,0.5,0,2,"white",0,0,0,0,0
"142",64,0,0,NA,0,0,2,1,0,0,60,85,50,40,0,0,0,1,0,0,0.5,0.625,0.489795918367347,0,0,1,0.5,0,2,"white",0,0,0,0,0
"143",55,1,0,0,1,0,2,1,0.166666666666667,0,30,0,70,70,0,0,0,1,0,0,0.875,0.75,1,1,0,1,0.5,1,2,"white",1,0,1,1,1
"144",29,1,1,NA,0,0,1,1,0.333333333333333,NA,60,60,0,0,0,1,0,0,0,0,0,0.125,1,0,0,0,0,0,2,"black",0,0,0,0,0
"145",34,1,0,0,0,0,2,0,0,0,100,100,0,0,0,1,0,0,0,0,0.125,0.375,1,0,0,0,0.75,0,2,"black",0,0,0,0,0
"146",45,1,1,NA,0,0,1,1,0.333333333333333,0,65,70,0,30,0,0,0,1,0,0,0.625,0.375,0.591836734693878,0,0,0,0.5,1,2,"white",0,0,0,0,0
"147",40,0,1,NA,0,0,1,1,0.166666666666667,NA,70,85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,"other",0,0,0,0,0
"148",28,0,0,0,0,0,NA,0,0.666666666666667,0,15,15,70,60,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,2,"white",0,0,1,0,0
"149",49,0,0,NA,1,0,2,1,0.166666666666667,0,70,75,10,15,0,0,1,0,0,0,0.4375,0.5,0.693877551020408,0,0,0,0.75,0,2,"latino",1,0,0,0,0
"150",37,0,1,NA,0,0,1,1,0,0,85,100,0,30,0,0,0,1,0,0,0.3125,0.25,1,0,0,0,0.25,0,2,"white",0,0,0,0,0
"151",80,1,0,1,0,0,2,1,1,0,15,40,100,85,0,0,0,1,0,0,0.8125,0.875,0.693877551020408,0,0,0,0.5,1,2,"white",1,0,1,1,1
"152",55,1,0,NA,1,0,3,1,0.166666666666667,NA,100,50,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,2,"other",0,0,0,0,0
"153",80,1,0,0,0,0,2,0,0.833333333333333,0,30,40,NA,100,0,0,0,1,0,0,0.8125,1,0.489795918367347,0,0,1,0.75,1,2,"white",1,0,1,1,1
"154",63,1,1,1,0,0,3,1,0,0,70,85,0,50,0,0,0,0,1,0,NA,NA,NA,NA,0,NA,NA,0,2,"other",0,0,0,0,0
"155",66,1,0,0,0,0,3,0,0.666666666666667,0,30,30,70,60,NA,0,0,1,1,1,0.875,0.875,NA,0,1,0,0,1,2,"white",0,0,1,1,1
"156",55,0,1,NA,0,0,2,0,0.833333333333333,0,60,50,60,70,0,0,0,1,0,0,0.6875,0.75,0.693877551020408,0,0,NA,0.5,0,2,"white",0,0,0,NA,NA
"157",65,0,0,1,0,0,3,1,0.833333333333333,0,0,0,90,60,0,0,0,1,0,0,0.5,0.625,0.13265306122449,0,1,0,0.75,1,2,"white",1,1,1,1,1
