"","age","female","college","church","catholic","jewish","bible","income","pid","media","feeling.dem","feeling.demc","feeling.repc","feeling.rep","abortion","black","latino","white","gay.marriage","gay.discrimination","racial.resentment","moral.traditionalism","gay.therm","immigrants","gays.adoption","trans.military","authoritarianism","aid.blacks","sample_type","race","birthright.citizenship","dreamers","border.wall","urban.unrest","conservative"
"974",34,0,1,0,0,0,NA,1,0.166666666666667,0,60,60,0,30,0,1,0,0,0,0,0,0.125,0.489795918367347,0,0,0,0.25,0,2,"black",1,0,0,0,0
"975",-9,1,0,1,0,0,3,NA,0,0,70,100,0,0,0,1,0,0,0,0,0,0.25,0.846938775510204,0,0,0,1,0,2,"black",0,0,0,0,0
"976",41,0,0,1,1,0,2,1,0,0,85,85,0,0,0,0,1,0,0,1,0,0.125,0.897959183673469,0,0,0,0.5,0,2,"latino",0,0,0,0,0
"977",62,0,1,0,1,0,2,1,1,0,30,0,100,70,0,0,0,1,0,1,0.75,0.75,0.489795918367347,0,0,1,1,0,2,"white",0,1,1,1,1
"978",46,1,0,0,1,0,2,1,1,0,15,15,85,100,0,0,0,1,0,0,0.625,1,0.387755102040816,0,1,0,0.5,1,2,"white",0,0,1,0,0
"979",43,0,1,NA,0,0,1,1,0.166666666666667,0,40,40,15,30,0,0,0,1,0,0,0.75,0.625,0.489795918367347,0,1,1,0.5,1,2,"white",1,1,0,1,1
"980",80,1,0,NA,0,0,1,0,0,0,65,70,0,0,0,1,0,0,0,0,0.0625,0.375,0.489795918367347,0,0,0,0,0,2,"black",0,0,0,0,0
"981",35,1,1,0,0,0,1,0,0.166666666666667,0,85,85,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,2,"black",1,0,0,0,0
"982",71,0,0,NA,0,0,2,0,0.5,0,NA,NA,NA,NA,0,0,0,1,1,1,0.8125,0.625,0.387755102040816,0,0,1,0.75,0,2,"white",1,0,1,1,1
"983",31,0,0,1,0,0,2,1,0.333333333333333,0,70,60,30,70,0,0,0,0,0,0,0.0625,0.25,0.489795918367347,0,0,1,0.75,0,2,"other",0,0,0,0,0
"984",30,1,0,0,0,0,2,0,0.833333333333333,0,0,0,70,60,0,0,0,1,0,0,1,0.375,0.591836734693878,1,0,1,0.25,1,2,"white",0,0,0,NA,NA
"985",38,0,1,0,0,0,2,1,0.166666666666667,NA,70,85,15,40,0,0,0,0,0,1,0.5,0.5,0.795918367346939,0,1,1,0.25,0,2,"other",1,1,0,0,0
"986",67,0,0,0,0,0,2,0,0,0,50,75,0,30,0,1,0,0,0,0,0.1875,0.5,0.489795918367347,0,0,1,0.5,0,2,"black",0,0,0,0,0
"987",60,1,1,0,0,0,2,0,0.166666666666667,0,40,85,50,40,0,1,0,0,0,0,0.75,0.375,1,0,0,1,0.25,0,2,"black",0,0,0,0,0
"988",27,0,0,NA,0,0,1,0,0.166666666666667,0,40,60,0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,NA,NA,0,2,"latino",0,0,0,0,0
"989",67,1,0,NA,0,0,3,0,1,NA,15,15,100,100,1,0,0,1,1,1,1,0.875,0.387755102040816,1,1,1,0.75,1,2,"white",0,0,1,1,1
"990",34,0,1,NA,0,0,1,0,0,0,85,85,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.25,0,2,"white",0,0,0,0,0
"991",34,0,1,NA,0,0,1,1,0.666666666666667,NA,0,0,52,45,0,0,0,1,0,0,0.3125,0.375,0.489795918367347,0,0,0,0.25,0,2,"white",1,0,1,0,0
"992",-9,0,1,0,NA,NA,2,0,0.833333333333333,0,5,10,90,40,0,NA,NA,NA,0,NA,0.9375,1,0.438775510204082,1,1,0,0.5,1,2,NA,1,1,1,1,1
"993",46,1,0,0,1,0,2,1,0.666666666666667,0,0,15,85,85,0,0,0,1,0,0,0.75,1,0.489795918367347,1,0,1,0.75,NA,2,"white",0,1,1,1,1
"994",43,0,0,NA,0,0,1,1,0.333333333333333,0,60,60,10,40,0,0,0,1,0,0,0.9375,0.375,0.489795918367347,0,0,0,0.75,1,2,"white",0,0,0,0,0
"995",74,0,1,1,0,0,3,1,1,0,0,5,100,90,NA,0,1,0,0,0,NA,NA,NA,NA,1,NA,NA,1,2,"latino",1,0,1,0,0
"996",51,1,0,NA,0,0,2,1,0,0,60,60,30,40,0,0,0,1,0,0,0.4375,0.75,0.897959183673469,0,0,0,0.5,NA,2,"white",0,0,0,0,0
"997",51,0,0,0,0,0,2,1,1,NA,0,0,85,90,0,0,0,1,0,0,0.8125,0,0.489795918367347,1,0,1,0.5,1,2,"white",0,0,1,1,1
"998",66,0,0,0,0,0,3,1,1,0,15,30,85,70,0,0,0,1,0,0,0.625,1,0.693877551020408,1,0,0,0.75,0,2,"white",1,0,1,1,1
"999",70,1,1,1,0,0,2,1,0,0,70,100,0,30,0,0,0,1,0,0,0.1875,0.75,0.693877551020408,0,0,0,0.25,0,2,"white",0,0,0,0,0
"1000",70,0,0,NA,0,0,1,1,0.833333333333333,0,50,30,60,60,0,0,0,1,0,0,0.3125,0.5,0.489795918367347,1,0,1,0.5,0,2,"white",0,0,0,0,0
"1001",-9,NA,0,1,0,0,2,NA,0.5,NA,0,0,50,0,1,0,0,1,1,1,0.9375,1,0.489795918367347,NA,1,1,0.75,1,2,"white",0,0,0,1,1
"1002",66,1,0,1,0,0,3,0,1,0,0,40,100,100,1,0,0,1,1,0,0.9375,0.75,0.387755102040816,1,0,0,0.75,0,2,"white",1,1,1,1,1
"1003",32,1,1,NA,0,0,2,1,0,0,95,60,0,15,0,0,0,1,0,0,0.1875,0.125,1,0,0,0,0.25,0,2,"white",1,0,0,0,0
"1004",54,1,0,NA,1,0,2,1,0,0,50,60,0,50,0,0,1,0,0,0,0.75,0.5,1,0,1,1,0.75,0,2,"latino",0,0,0,1,1
"1005",23,0,0,NA,0,0,2,1,0.5,0,0,0,100,50,0,0,0,1,0,1,0.75,0.625,0.489795918367347,0,0,1,0.5,1,2,"white",0,0,0,0,0
"1006",41,1,1,0,0,0,2,0,0,0,85,85,0,0,0,1,0,0,0,0,0,0.5,1,1,0,0,0.25,0,2,"black",0,0,0,0,0
"1007",30,1,0,0,0,0,1,0,0.333333333333333,0,70,50,70,60,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,0,2,"white",0,0,1,0,0
"1008",43,0,0,NA,0,0,1,1,0.166666666666667,NA,15,40,0,0,0,0,1,0,0,0,0.0625,0.5,1,0,0,0,0,0,2,"latino",0,0,0,0,0
"1009",41,1,0,1,0,0,3,0,1,0,15,0,100,100,1,0,0,1,1,1,NA,NA,NA,NA,1,NA,NA,1,2,"white",1,1,1,1,1
"1010",78,1,1,NA,0,0,3,1,0,0,100,100,0,15,0,1,0,0,0,0,0,0.5,0.846938775510204,0,0,0,0.75,0,2,"black",0,0,0,0,0
"1011",55,0,1,0,0,0,3,1,0.666666666666667,0,40,15,85,85,0,0,0,0,1,0,0.6875,0.875,0.591836734693878,0,1,0,1,0,2,"other",0,0,1,0,0
"1012",80,1,0,0,0,0,3,NA,1,NA,0,NA,85,85,0,0,0,1,1,NA,0.875,0.625,0.489795918367347,1,1,1,0.25,1,2,"white",0,NA,1,0,0
"1013",58,0,1,1,0,0,2,1,0.666666666666667,0,15,30,60,50,0,0,0,1,0,0,0.5625,0.75,0.693877551020408,0,0,0,0.5,1,2,"white",1,0,1,0,0
"1014",50,0,0,NA,0,0,1,1,0.666666666666667,NA,15,30,85,40,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,1,2,"white",1,1,1,0,0
"1015",33,0,0,NA,0,0,1,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,"white",0,0,0,0,0
"1016",24,1,0,0,1,0,2,0,1,0,0,0,100,100,0,0,1,0,0,0,0.5,0.5,1,0,0,0,0.75,NA,2,"latino",0,0,0,NA,NA
"1017",80,0,0,NA,0,0,2,1,1,0,0,0,100,100,0,0,0,1,0,0,0.5625,0.75,0.489795918367347,0,0,1,0.5,0,2,"white",1,0,0,0,0
"1018",-9,0,0,NA,NA,NA,NA,NA,0.666666666666667,0,0,0,85,50,0,0,0,1,NA,0,0.833333333333333,NA,0.489795918367347,1,0,0,0.666666666666667,1,2,"white",1,NA,1,1,1
"1019",48,1,1,0,0,0,2,1,0,0,70,70,15,49,0,0,0,1,0,0,0.1875,0.625,0.846938775510204,0,0,0,0.5,0,2,"white",1,0,0,0,0
"1020",63,1,1,NA,0,0,1,0,0.333333333333333,0,80,80,8,5,0,0,0,1,0,0,0.125,0.125,0.948979591836735,0,0,0,0,1,2,"white",0,0,0,0,0
"1021",36,1,1,NA,0,0,1,1,0,0,60,70,0,15,0,0,0,1,0,0,0.1875,0.75,1,0,0,0,0.25,0,2,"white",0,0,0,0,0
"1022",-9,0,1,0,0,0,1,1,0.5,NA,40,50,40,40,0,0,0,0,0,0,NA,NA,0.489795918367347,NA,1,NA,NA,0,2,"other",0,1,0,1,1
"1023",50,1,0,0,0,0,NA,1,0.833333333333333,0,30,15,85,85,0,0,0,1,0,0,0.8125,0.5,0.489795918367347,1,0,0,0.5,1,2,"white",1,0,1,0,0
"1024",62,1,0,0,0,0,3,NA,1,0,15,NA,100,100,0,0,0,1,NA,0,0.5,0.75,0.846938775510204,NA,0,1,0.5,NA,2,"white",0,0,1,0,0
"1025",80,0,1,0,0,0,1,1,0.833333333333333,0,15,50,15,30,0,0,0,1,0,0,0.6875,1,NA,0,0,0,0.5,0,2,"white",1,0,0,0,0
"1026",66,0,0,NA,0,0,3,0,0.833333333333333,NA,40,30,85,70,0,0,0,1,0,0,0.75,0.875,0.693877551020408,0,0,1,0.75,1,2,"white",0,1,1,0,0
"1027",43,0,1,NA,0,0,1,0,0,0,80,75,0,0,0,0,0,1,0,0,0,0.5,0.846938775510204,0,0,0,0,0,2,"white",0,0,0,0,0
"1028",-9,0,0,NA,0,0,1,NA,0,0,85,100,0,15,0,0,0,1,0,0,0.25,0.625,1,0,0,0,0.25,0,2,"white",1,0,0,0,0
"1029",39,1,1,NA,0,0,1,1,0,0,70,85,0,0,0,0,0,1,0,0,0.1875,0.375,0.489795918367347,0,0,1,0.25,0,2,"white",0,0,0,0,0
"1030",71,1,0,NA,1,0,1,1,0.166666666666667,0,85,70,0,15,0,0,0,1,0,0,0.1875,0.375,0.693877551020408,0,0,0,0,0,2,"white",0,0,0,0,0
"1031",64,1,0,NA,0,1,2,0,1,0,15,40,100,85,NA,0,0,1,0,0,0.8125,0.5,0.846938775510204,NA,0,1,0.5,NA,2,"white",0,1,1,0,0
"1032",52,0,0,1,0,0,3,1,1,0,50,0,100,100,0,0,0,1,1,1,1,1,0.13265306122449,1,1,1,0.75,1,2,"white",1,1,1,1,1
"1033",36,1,1,NA,0,0,NA,0,0.5,0,50,60,0,50,NA,0,0,1,0,0,0.5625,0.375,0.897959183673469,0,0,0,0.25,NA,2,"white",0,0,0,0,0
"1034",51,0,0,0,0,0,3,1,0.666666666666667,NA,0,0,100,70,NA,0,0,1,0,1,NA,NA,NA,NA,1,NA,NA,1,2,"white",1,1,1,1,1
"1035",56,1,0,NA,0,0,3,0,1,0,0,0,70,50,1,0,0,1,0,0,0.625,0.625,0.489795918367347,0,1,0,0.75,0,2,"white",1,1,1,0,0
"1036",65,0,0,0,1,0,2,0,0.5,0,50,100,0,10,0,0,1,0,0,0,0.6875,0.625,0.489795918367347,0,0,1,1,0,2,"latino",0,0,0,NA,NA
"1037",21,0,0,NA,0,0,1,0,1,0,30,0,85,70,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,0,2,"white",1,0,0,NA,NA
"1038",41,1,1,NA,0,0,2,1,0,0,85,70,0,15,0,0,0,1,0,0,0.125,0.625,1,0,0,0,0.25,0,2,"white",0,0,0,0,0
"1039",37,0,0,NA,0,0,3,0,0.5,0,60,60,0,0,0,0,1,0,0,0,0.375,0.25,1,0,0,0,0.25,0,2,"latino",0,0,1,0,0
"1040",72,1,1,0,0,0,1,1,0,NA,85,85,0,0,0,0,0,1,0,0,0,0.25,0.642857142857143,0,0,0,0,0,2,"white",0,0,0,0,0
"1041",42,1,1,NA,1,0,1,1,0.666666666666667,0,50,0,60,50,0,0,0,1,0,0,0.6875,0.5,0.846938775510204,1,0,0,0.75,1,2,"white",0,0,1,0,0
"1042",79,0,0,NA,0,1,2,1,0.166666666666667,0,60,70,0,20,0,0,0,1,0,0,0.5,0.625,0.744897959183674,0,0,1,0.75,0,2,"white",0,0,0,0,0
"1043",32,0,1,NA,0,0,1,0,0.833333333333333,0,45,65,15,30,0,0,0,1,0,0,0.1875,0.375,0.795918367346939,0,0,0,0.5,0,2,"white",0,0,0,0,0
"1044",43,1,0,0,0,0,3,1,1,0,0,0,85,60,1,0,0,1,0,1,0.875,0.75,0.489795918367347,0,1,1,0.5,1,2,"white",0,0,1,1,1
"1045",23,1,0,NA,0,0,1,0,0,0,40,70,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,"white",0,0,0,0,0
"1046",36,0,0,0,0,0,1,1,0,NA,70,60,0,0,0,1,0,0,0,0,0,0.25,0.489795918367347,1,1,1,0.75,0,2,"black",0,0,0,0,0
"1047",60,0,0,0,0,0,3,0,0.5,0,0,0,100,70,0,0,0,0,1,1,0.875,0.75,0.489795918367347,1,1,0,0.5,1,2,"other",1,1,1,1,1
"1048",29,0,0,0,0,0,3,1,0.833333333333333,0,0,15,100,85,0,0,0,1,0,0,0.875,0.5,0.387755102040816,0,0,0,1,0,2,"white",0,0,1,0,0
"1049",66,0,0,NA,1,0,3,0,0.333333333333333,0,50,70,0,50,0,0,1,0,0,0,0.4375,0.625,0.846938775510204,0,0,1,1,0,2,"latino",0,0,0,0,0
"1050",78,0,1,0,1,0,2,0,1,0,15,0,100,85,0,0,0,1,0,0,0.9375,0.875,0.13265306122449,1,0,0,0.5,1,2,"white",1,1,1,1,1
"1051",70,0,1,0,1,0,2,1,0.833333333333333,0,15,15,100,85,0,0,0,1,0,0,0.4375,0.5,1,0,0,0,1,0,2,"white",0,1,1,1,1
"1052",80,0,0,NA,0,0,1,0,0.5,NA,15,30,15,0,1,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,0,2,"white",0,0,0,0,0
"1053",33,0,0,NA,0,0,1,1,1,0,30,0,100,70,0,0,0,1,0,1,0.8125,0.625,0.693877551020408,1,0,0,0.75,1,2,"white",1,0,1,1,1
"1054",27,0,1,NA,0,0,1,0,0.166666666666667,0,40,51,0,5,0,0,0,1,0,0,0,0.125,0.897959183673469,0,0,0,0,0,2,"white",0,0,0,0,0
"1055",61,1,1,0,1,0,2,1,0.666666666666667,0,30,60,30,60,0,0,0,1,0,0,0.75,1,1,1,0,1,0.25,0,2,"white",0,0,0,0,0
"1056",35,0,1,NA,0,0,1,1,0.333333333333333,0,85,85,0,0,NA,0,0,1,0,0,0.125,0.5,0.693877551020408,0,0,0,0,0,2,"white",0,0,0,0,0
"1057",41,1,0,1,0,0,3,0,1,0,0,0,100,100,0,0,0,1,0,0,0.3125,0.625,1,0,0,0,1,0,2,"white",0,0,1,0,0
"1058",30,0,1,NA,1,0,1,1,0.333333333333333,0,30,30,10,30,0,0,0,1,0,0,0,0.125,0.591836734693878,0,0,1,1,0,2,"white",0,0,0,0,0
"1059",72,1,0,1,1,0,2,0,0,0,50,70,NA,50,0,0,0,1,0,0,0.4375,0.5,0.693877551020408,0,0,1,0.75,NA,2,"white",0,0,0,NA,NA
"1060",33,1,1,NA,0,0,1,0,0.833333333333333,0,15,0,70,85,0,0,0,1,0,0,0.375,0.75,1,0,0,1,0.5,0,2,"white",1,1,1,1,1
"1061",35,1,0,0,0,0,2,1,1,0,50,50,100,100,0,0,0,1,0,0,0.9375,0.75,1,1,0,1,0.75,1,2,"white",0,0,1,1,1
"1062",33,0,0,0,0,0,3,0,1,0,0,0,100,85,1,0,1,0,1,0,1,1,0.13265306122449,0,0,1,1,1,2,"latino",0,1,1,1,1
"1063",74,0,0,0,0,0,1,0,0,0,100,100,70,70,0,0,0,1,0,0,0.4375,0.75,0.693877551020408,0,0,0,0.75,0,2,"white",0,0,0,0,0
"1064",38,1,1,NA,0,0,2,1,0.666666666666667,0,60,70,15,30,0,0,0,1,0,0,0.4375,0.5,0.489795918367347,0,0,1,0.5,0,2,"white",0,0,0,NA,NA
"1065",80,1,0,NA,0,0,NA,0,0.666666666666667,0,40,0,85,70,0,0,0,1,0,0,0.9375,0.5,0.693877551020408,1,0,1,0.25,1,2,"white",1,NA,1,0,0
"1066",46,1,0,NA,0,0,2,0,0,0,100,100,0,0,0,0,0,1,0,0,0.75,0.125,0.591836734693878,1,0,1,0.25,NA,2,"white",0,0,0,0,0
"1067",30,0,1,0,0,0,2,0,0.166666666666667,0,NA,85,30,NA,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,0,2,"white",0,0,0,0,0
"1068",57,0,1,0,0,0,3,NA,1,0,15,15,100,60,0,0,0,1,1,1,NA,NA,NA,NA,1,NA,NA,1,2,"white",1,1,1,1,1
"1069",50,1,0,NA,1,0,NA,0,1,0,0,0,90,100,0,0,0,1,0,0,0.875,0.625,1,1,0,0,1,1,2,"white",1,NA,0,1,1
"1070",24,1,0,NA,0,0,3,0,0.333333333333333,0,50,85,50,50,0,1,0,0,0,0,0.5,0.5,1,0,0,0,1,0,2,"black",0,0,0,0,0
"1071",80,1,0,NA,0,1,1,1,0.333333333333333,0,70,85,0,0,0,0,0,1,0,0,0.6875,0.5,0.693877551020408,0,0,1,0.25,0,2,"white",0,0,0,0,0
"1072",59,0,1,0,1,0,2,0,1,0,0,0,100,100,0,0,0,1,1,0,1,0.625,0.489795918367347,0,0,1,0.75,0,2,"white",1,1,1,1,1
"1073",74,1,0,1,0,0,3,0,0,0,100,100,0,0,0,0,0,1,0,0,0.3125,1,0.846938775510204,0,0,0,0.5,0,2,"white",0,0,0,0,0
"1074",39,1,0,0,0,0,2,1,0.666666666666667,0,40,50,40,40,0,0,0,1,0,1,0.4375,0.5,0.489795918367347,0,0,1,0.5,0,2,"white",0,0,1,0,0
"1075",75,1,1,NA,0,0,1,0,0,0,85,100,0,0,0,0,0,1,0,0,0,0.875,1,0,0,0,0.25,0,2,"white",0,0,0,0,0
"1076",30,0,1,0,1,0,2,1,0,0,60,95,0,0,0,0,0,0,0,0,0,0,0.846938775510204,0,0,0,0,0,2,"other",0,0,0,0,0
"1077",-9,0,0,0,0,0,2,NA,1,NA,10,5,99,85,0,0,0,1,0,1,0.875,1,0.489795918367347,0,0,0,0.75,1,2,"white",1,1,1,0,0
"1078",80,1,1,NA,0,0,1,1,1,0,0,15,100,85,0,0,0,1,0,0,0.75,0.625,0.591836734693878,0,0,1,0.25,0,2,"white",1,0,1,0,0
"1079",31,0,0,NA,0,0,1,1,0,0,100,100,0,15,0,1,0,0,0,0,0,0,1,0,0,0,0.25,0,2,"black",0,0,0,0,0
"1080",69,0,0,NA,1,0,3,0,0.833333333333333,0,70,40,40,50,0,0,1,0,0,1,0.5,0.5,0.489795918367347,0,0,1,1,0,2,"latino",1,0,0,NA,NA
"1081",56,1,1,1,0,0,3,1,0,0,70,85,0,0,NA,0,0,1,0,0,0,0.5,1,0,0,0,0.25,0,2,"white",0,0,0,0,0
"1082",75,0,0,1,0,0,3,1,1,0,0,15,100,70,0,0,0,1,0,0,0.75,1,0.489795918367347,0,0,0,0.25,1,2,"white",0,0,1,1,1
"1083",65,1,1,NA,0,0,1,0,0,0,30,80,0,0,0,0,0,1,0,0,0,0.125,0.897959183673469,0,0,0,0.25,0,2,"white",0,0,0,0,0
"1084",29,1,1,NA,0,0,2,1,0.166666666666667,0,85,65,0,10,0,0,0,0,0,0,0,0.25,0.948979591836735,0,0,0,0.75,0,2,"other",0,0,0,0,0
"1085",72,1,1,1,0,0,3,1,1,0,40,NA,85,85,0,0,0,1,1,0,0.5,1,0.285714285714286,0,1,0,0.25,0,2,"white",1,0,0,0,0
"1086",60,1,0,0,1,0,3,0,1,0,0,0,100,100,0,0,1,0,0,0,NA,NA,NA,NA,0,NA,NA,1,2,"latino",1,0,1,1,1
"1087",25,0,1,0,0,0,2,0,0.333333333333333,0,40,50,15,30,0,0,1,0,0,0,0.125,0.25,0.489795918367347,0,0,1,0,0,2,"latino",0,0,0,0,0
"1088",78,1,0,0,1,0,3,NA,1,NA,NA,NA,100,0,0,0,0,1,0,NA,NA,NA,NA,NA,1,NA,NA,0,2,"white",0,1,1,1,1
"1089",60,1,0,NA,0,0,1,0,0.166666666666667,0,50,70,60,40,0,0,0,1,0,0,0.5625,0.5,0.693877551020408,0,0,1,0.5,0,2,"white",1,0,0,0,0
"1090",53,1,1,NA,1,0,2,0,0.666666666666667,0,0,15,85,70,1,0,0,1,0,0,0.5625,0.75,0.846938775510204,0,0,0,0.5,1,2,"white",1,1,1,1,1
"1091",66,1,1,NA,0,0,NA,NA,0.333333333333333,0,70,85,15,50,0,0,0,1,0,0,0.4375,0.5,0.693877551020408,0,0,0,0.25,NA,2,"white",0,0,0,0,0
"1092",35,1,1,NA,0,0,1,0,0.666666666666667,0,40,40,40,50,0,0,0,0,0,0,0.625,0.5,0.489795918367347,0,0,0,0,0,2,"other",0,0,0,0,0
"1093",61,0,0,0,0,0,NA,NA,0.666666666666667,NA,40,50,50,40,NA,0,0,0,1,NA,0.75,1,0.489795918367347,0,1,0,1,0,2,"other",0,0,1,0,0
"1094",45,1,0,NA,0,0,3,0,0,0,100,100,0,0,0,1,0,0,0,0,0.125,0.75,0.591836734693878,1,0,0,0.75,0,2,"black",1,1,1,0,0
"1095",70,1,1,NA,0,0,3,0,0.666666666666667,0,30,40,60,70,0,0,0,1,0,0,0.6875,1,0.489795918367347,0,NA,1,0.5,0,2,"white",1,0,1,0,0
"1096",78,1,0,NA,0,0,2,0,0.666666666666667,0,15,30,85,86,0,0,0,1,0,0,0.4375,0.625,0.846938775510204,0,0,1,0.25,0,2,"white",1,0,1,1,1
"1097",63,1,0,NA,0,0,2,0,0.166666666666667,0,70,70,NA,50,0,0,0,1,0,0,0.5625,0.625,0.846938775510204,1,0,0,0.75,1,2,"white",0,0,1,0,0
"1098",40,1,0,0,0,0,2,NA,1,NA,0,0,100,70,0,0,0,1,0,0,NA,NA,NA,NA,0,NA,NA,0,2,"white",0,0,1,1,1
"1099",51,1,1,NA,0,0,1,1,0,0,85,90,0,0,0,0,0,1,0,0,0.125,0.25,1,0,0,0,0.25,0,2,"white",0,0,0,0,0
"1100",-9,1,1,1,0,0,3,0,1,NA,0,0,100,90,0,0,0,1,1,1,1,1,NA,1,1,0,1,1,2,"white",1,1,1,1,1
"1101",41,0,1,NA,0,0,1,1,0.333333333333333,0,60,65,5,10,0,0,0,1,0,0,0.125,0.75,0.489795918367347,0,0,0,0,0,2,"white",0,0,0,0,0
"1102",80,1,0,0,0,0,2,1,1,0,0,0,100,70,0,0,0,1,0,0,0.8125,1,0.489795918367347,1,0,1,0.5,1,2,"white",0,0,1,NA,NA
"1103",25,1,1,NA,1,0,2,1,0.166666666666667,0,60,50,30,70,0,0,0,1,0,0,0.75,0.5,0.591836734693878,1,0,0,0.25,1,2,"white",0,0,0,0,0
"1104",41,1,0,0,0,0,3,1,0.666666666666667,0,50,50,70,50,1,0,0,1,0,0,0.75,0.75,0.387755102040816,0,0,1,0.75,1,2,"white",0,0,0,1,1
"1105",29,1,1,NA,0,0,1,0,0.333333333333333,0,40,80,0,0,0,0,0,0,0,0,0.375,0.375,0.693877551020408,0,0,0,0,0,2,"other",0,0,0,0,0
"1106",57,1,1,0,0,0,3,1,0,0,70,100,0,0,0,0,0,1,0,0,0.375,0.375,1,0,0,0,0.5,0,2,"white",0,0,0,NA,NA
"1107",51,0,0,0,0,0,2,0,0,0,85,85,40,70,0,1,0,0,1,0,0.375,0.375,1,0,0,1,0.75,0,2,"black",0,0,1,0,0
"1108",31,0,1,1,0,0,2,1,0.833333333333333,0,40,30,70,60,0,0,0,1,1,0,0.5625,0.875,0.285714285714286,1,0,0,0.5,0,2,"white",0,0,0,0,0
"1109",58,0,1,NA,0,0,2,1,0,0,85,100,0,0,0,1,0,0,0,0,0,0.5,0.489795918367347,1,0,1,0.75,0,2,"black",1,0,0,0,0
"1110",53,0,0,0,0,0,3,0,0.666666666666667,NA,30,40,60,60,1,0,1,0,0,0,0.625,0.625,0.489795918367347,0,1,1,1,1,2,"latino",0,0,1,1,1
"1111",45,0,0,0,0,0,NA,1,1,0,15,0,100,100,1,0,0,0,0,0,0.5625,0.5,NA,1,0,0,0.5,NA,2,"other",0,1,1,NA,NA
"1112",54,1,1,0,0,1,2,1,0.333333333333333,0,80,100,0,0,0,0,0,1,0,0,0.375,0.125,0.989795918367347,0,0,0,0,0,2,"white",0,0,0,0,0
"1113",55,1,1,1,0,0,3,1,0.333333333333333,NA,40,100,15,40,NA,0,0,1,0,0,0,0.875,0.489795918367347,0,0,0,0.75,0,2,"white",0,0,0,0,0
"1114",76,0,0,0,0,0,3,1,1,0,40,30,100,70,0,0,0,1,0,0,0.625,0.625,0.489795918367347,1,0,0,0.75,0,2,"white",1,0,1,1,1
"1115",53,0,1,0,0,0,2,0,1,0,0,0,100,100,NA,0,0,1,0,0,0.5,0.5,0.795918367346939,0,0,0,0.25,0,2,"white",0,0,1,1,1
"1116",56,1,0,0,1,0,3,0,0,0,85,100,40,50,0,0,1,0,0,0,0.5,0.625,0.846938775510204,0,0,1,0.5,0,2,"latino",0,0,0,1,1
"1117",49,1,1,NA,0,0,1,1,0,0,85,100,0,0,0,0,0,1,0,0,0,0.625,1,0,0,0,0,0,2,"white",0,0,0,0,0
"1118",-9,0,0,0,0,0,3,1,0.5,0,50,60,50,50,0,0,0,1,0,0,0.4375,0.625,0.489795918367347,0,0,0,0.5,0,2,"white",0,0,1,0,0
"1119",55,0,1,NA,0,0,2,0,0,0,85,85,15,15,0,0,1,0,0,0,0,0.375,0.693877551020408,0,0,0,1,0,2,"latino",0,0,0,0,0
"1120",72,1,1,0,1,0,2,1,0.333333333333333,0,70,70,15,15,0,0,0,1,0,0,0.25,0.875,1,0,0,0,0.25,0,2,"white",0,0,0,0,0
"1121",57,0,0,NA,0,0,NA,0,0.666666666666667,0,0,0,85,60,NA,0,0,0,0,0,0.75,1,0.693877551020408,1,0,0,0.75,0,2,"other",1,0,0,1,1
"1122",30,1,0,0,0,0,3,1,0.166666666666667,NA,85,85,0,0,0,0,1,0,0,0,0.3125,0.5,0.693877551020408,0,0,0,0.75,0,2,"latino",0,0,1,0,0
"1123",37,1,0,NA,0,0,1,1,0.166666666666667,0,70,85,0,15,0,0,0,1,0,0,0.125,0.5,0.846938775510204,0,0,0,0.75,0,2,"white",1,0,0,0,0
"1124",74,1,0,1,0,0,3,1,0.5,0,50,60,30,50,0,0,0,1,0,0,0.4375,0.75,0.591836734693878,0,0,NA,0.5,NA,2,"white",0,0,0,0,0
"1125",38,0,0,NA,0,0,1,1,0.166666666666667,0,70,70,0,15,0,0,0,1,0,0,0,0.125,1,0,0,0,0,0,2,"white",0,0,0,0,0
"1126",68,0,1,0,0,0,2,1,1,0,0,0,85,100,NA,0,0,1,NA,0,0.625,0.875,0.489795918367347,1,NA,1,0.5,0,2,"white",0,0,1,1,1
"1127",75,1,0,NA,0,0,1,1,0.833333333333333,0,40,65,30,40,0,0,0,1,0,0,0.375,0.5,0.489795918367347,1,0,1,0.25,NA,2,"white",1,0,0,0,0
"1128",71,0,1,NA,0,0,1,1,0,0,70,70,0,30,0,0,0,1,0,0,0.1875,0.5,0.897959183673469,0,0,0,0,0,2,"white",0,0,0,0,0
"1129",68,1,0,NA,0,0,NA,1,1,0,0,0,85,70,0,NA,NA,NA,0,0,0.5625,0.875,NA,1,NA,0,0.666666666666667,0,2,NA,1,NA,1,1,1
